comment,toxic
"Ну тут каждому своё. Кому коньяк на 23. А кому семечки на НГ.
",0.0
"Просветите пожалуйста в подробности этой картины.
",0.0
"С одной стороны да, с другой стороны, есть разные носки и разное их количество
",0.0
"у советских учёных подобные разработки появились гораздо раньше - ещё в 50х годах
",0.0
"Вот у тебя хорошая зп, отсюда и надо плясать. Если ты её зарабатываешь своим умом и трудом, а не просто присваиваешь, то хвала тебе и честь.А теперь поинтересуйся, как много тех, у кого зп просто неприлично мала. Это большая часть населения страны. Вполне себе работающая, занятая часть, не тунеядцы, но бедные, читай - нищие, работающие. Я на своё положение пока тоже не жалуюсь, но вижу, что происходит и куда идёт. Не волнуйся, если у тебя пока что всё хорошо, то это не обязательно надолго. Только если ты не сосёшь деньги напрямую из бюджета. А непонимание общей обстановки это и есть слабоумие. Но ничего, бытие определяет сознание. Изменится твоё маленькое бытие и ты очень быстро осознаешь свою солидарность с миллионами тунеядцев и поливателей своей страны дерьмом .
",1.0
"и как вы подумаете сейчас о том что будет лет через 40 когда вам будет сложно двигаться и элементарное сходить за продуктами превратится в задачу на полдня а какойто ремонт в доме вообще невыполнимой миссией? А когда на лекарства будет требоватся полторы вашей нищенской пенсии а коммуналка еще 2 пенсии что делать будете? Откладывать это не вариант. Работать на пенсии тоже не вариант. Я долго думал над тем как вообще прожить на пенсию и смотря на то как я помогаю родителям деньгами и делом и вспоминая их рассказы про девяностые пришел к выводу что стоит вкладыватся в детей.
",0.0
"Согласен что дурь. Выходной - это идеальное время закупки продуктов на неделю. А государство зачем-то полезло в рынок, ладно, лезть надо, НО не график работы же регулировать. Они там ахуеют же если узнают что есть еще и круглосуточные. Не помню, в Европе выходной у магазов - ход от профсоюзов вроде? Не понимаю кто от этого закона выиграет? В магазах же просто откажутся от сменщиц и уволят по крайней мере (20-26 часов) одного работника
",0.0
"Сомневаюсь что их когда-нибудь все откроют. Мне думается замысел там был такой, сначала игру покупают, а потом чем больше игроков, тем быстрее делаем. Учитывая что игра все-таки ни разу не Witcher 3 скажем, приток новых средств там не такой большой, чтобы быстро делать.
",0.0
"Нас никто даже желания спрашивать не будет
",0.0
"К счастью нет. 1 8 не выделяется ни в одной из квартир как изолированное помещение. Дети проживать в квартире не могут. Вдова продаст дом (который ей не нужен) и выкупит доли в квартирах.
",0.0
",обьясните плх,человеку что он не прав
",1.0
"Деньги на бензин тоже деньги и даже больше, чем они же в прошлом году. Поэтому - деньги.
",0.0
"Если товар, используемый по назначению, в штатном режиме, наносит вред и он не предназначен для нанесения вреда - это некачественный или неисправный товар.
",0.0
"Мой тезис заключается в том что: вне зависимости от того как именно ты блочишь ресурсы в сети - сотрудник может слить информацию, если захочет. Перекрыть все каналы утечки это: - интранет, не связаная с интернетом. - сдача телефонов смартфонов флешек при входе в помещение - глушилка внутри помещения - специальные окна чтобы глушить аудиоволны - зеркальное покрытие занавески чтобы исключить способы передачи информации по оптическому каналу. И все равно, даже со всем этим - инфу можно будет утащить.
",0.0
"это тоже есть, от сторожа до главврача все кумовья - хохлы ведь в основном
",1.0
"Использовать то что не удобно- не умно. Что не так?
",0.0
"А где в правилах фейсбука написано про свободу слова? Это коммерческая организация, её действия ограничены законодательством стран, в которых она работает, но администрация вольна делать всё, что не запрещено законами.
",0.0
"Тут посоветовали УЗО сменить на номинал повыше (сейчас глянул 32 вообще нет УЗО, а выше нет с 10мА). Вы как относитесь к диффавтоматам? (Я их счёл ненадежными и поэтому использовал два устройства)
",0.0
"Да да, а если 7млрд умножить на 2 в 80 степени(количество итераций до р.х.), людей будет меньше чем 1 триллион.
",0.0
"Не думаю, что это предоставит сложность)
",0.0
"У нас работа посменная 1 3 и складывается абсурдная ситуация, когда болеть бывает реально выгоднее, чем работать. А всё потому что больничные начисляются за каждый день, включая выходные. Один дядька, например, поболел недельку и получил за это время вдвое больше, чем получил бы, отработав одну смену, которую он пропустил.
",0.0
"В банкомате камера,пишите заявление,хоть фото будет
",0.0
"Дык, даже кардиомагнил могет - были прецеденты, но это ж дело-то сугубо индивидеально. А против кислот ничего, при соблюдении баланса. Вот против метилформальдегида имею )
",0.0
"А скажите в чем опасность яиц. Просто вот я их ем чуть ли не 6-8 в день. Ну просто потому что некому готовить, а выхожу я на работу очень рано. Правда у меня очень много хотьбы за день. И большие физические нагрузки. И сахар с солью можно разве полностью исключать из меню?
",0.0
"От ситуации зависит. Оцинковка строительная 0,5 много не проживет
",0.0
"Все не так. В Англии главное не Лондон увидеть а шпиль.)
",0.0
"И это Великая нация... Грустно
",1.0
"Предложения, пригрозите, что хотите переходить: Что Вы можете предложить мне? Я хоть и постоянный клиент, но уже надоело . Мне после такого звонила они сделали скидку на 30 на 3 месяца. И попросите оператора записать: я подключил автоплатеж и при любой новой платной доп. услуге проще будет все таки сменить оператора, чем каждый раз узнавать и переделывать автоплатеж . И да, пол года они дадут скидку, может не будут ничего подключать, но потом наберутся наглости... Посмотрите, что предлагают другие операторы и почитайте отзывы, желательно в Вашем городе
",0.0
"19 января 1941 года Август Ландмессер был освобождён и работал десятником в варнемюндском филиале транспортного предприятия Пюст . В феврале 1944 года он был призван в батальон XIX 999 штрафбата и пропал без вести во время боевых действий в Хорватии. Возможно, он был убит 17 октября 1944 года близ Стона. В 1949 году районный суд Ростока объявил его погибшим, с датой смерти 1 августа 1949 года.
",0.0
"стекла просто сами вываливаются от тряски, судя по скотчу.
",1.0
"А апелляшку небось без заявления на восстановление сроков подали и давай с судьей устно общаться. Было бы заявление на восстановление с доказательствами отсидки в тот период, ни один судья бы апелляшку не отфутболил.
",1.0
"Но план никто уменьшать уже не будет.
",0.0
"Для квартиры не так сложно, это не дом загородный. Вся разводка достаточно проста, особенно для однушки. Как электричество, так и водоснабжение. Посмотрите на ютубе ролики как ребята работают, почитайте и сами справитесь если инструмент есть или сможете одолжить. Так же и со штукатуркой, минимальный набор докупить придётся и сами сможете сделать. На расключение щитка лучше пригласить спеца, но до этого момента промаркировать кабели в гофре которые раскините по квартире. Остальное все достаточно просто! Нарисуйте проект, определите последовательность действий и вперёд!
",0.0
"Я посмотрел в в просмотре улиц - там и там и там двухполоска. У Буфорда совсем сельская дорога, но там, по идее, и машин меньше.
",0.0
"Коммунисты предлагают отъём средств производства у капиталиста. Средства производства это заводы, здания, станки, сырьевые источники и т.д. в управление государством. Сложно сказать, как лучше.
",0.0
"Все, кроме крайней левой, кажутся переодетыми мужиками, это ж надо так подобраться
",0.0
"Дети взрослые. общались с отцом (с их слов) не чаще раза в 2 месяца. О смерти узнали не сразу
",0.0
"200 р свежая пленка? Где это? В любом магазине
",0.0
"У тупых одна общая черта - это всегда не мы.
",1.0
"Высокие технологии звучат как то по другому.
",0.0
"Начальники получают в разы больше подчиненных - вот это поворот. Никогда такого не было и вот опять. ЕА, Близарды, Активижн - тут название компании значения не имеет. Это система такая. Капитализм называется
",0.0
"Насчет пристрелить сомневаюсь, но можно же вызвать отлов.
",1.0
"Одно из первых правил форекса - играть только на лишние деньги. Не занятые, не те, что нужны на еду, взятые в кредит и прочие. Просто, если у тебя есть лишние деньги, которые не куда вложить, то можно их потратить на это хобби. Это касается всех развлечений и игр.
",0.0
"А я вот и думаю куда моя посылка пропала из Китая 5 месяцев назад
",0.0
"отличная планировка, мастер бедрум и три спальни.
",0.0
"Корабль, прыгающий дальше всех - лучший исследовательский корабль. DBE на бусте выжимает 138LY, Конда - 152. И это моя конда, а топовая выжмет 160. Значит - заберется дальше. И я знаю минимум одну вещь, которую получу, слетав в Войд )
",0.0
"Возможно не успеваете довосстанавливаться. Попробуй сделать перерыв на недельку. Ничего не делать от слова вообще.
",0.0
"Они довольно неплохо канон соблюдают к слову. Многие вещи из ф3 учитывались имели влияние на ф4
",0.0
"Вроде он. Еще рычаг ручника есть справа. Суровые стальные игрушки, пережившие несколько поколений.)
",0.0
"В этом году получаю второе высшее образование в сфере информационной безопасности. Чего же не в сфере разработки программного обеспечения? Всё же более востребованная специальность.
",0.0
"но отличить когда она говорит дело, а когда бред шизофреника можно только обладая минимальным пониманием темы обсуждения
",1.0
"Игра для больших дядек про спецоперации силовых служб в сложных тактических условиях, и один из самых популярных мерчей это детские статуэточки в мультяшном стиле. Я хочу иголки лижна, матрёшку фьюза, твитчбота в конце концов, а не вот это вот все
",0.0
"ну там Жириновский на заднем плане, так что, весело должно быть)
",1.0
"Поменьше смотри РенТВ. Сионизм - это еврейский фашизм, который освобождает территорию Украины и России от аборигенов.
",1.0
"xDDD Привет, сестра! Дико рекомендую Не (воз)буди короля мертвых , это в своём роде жемчужина в жанре, смешнее трэша мне не попадалось. Я, правда, целиком не осилила, но начало шедеврально. А истиннаяпара, кстати, как-то прошла мимо меня... Это что-то из вселенной соулмейтов, что ли, как то не мой фетиш xD Да-да-да, в жизни уже бежала бы от такого мудака и уже в полицию бы обращалась, а в книге - хули, романтика!
",0.0
"Я подозреваю, что просто уровень воды может подниматься
",0.0
"Скоро? Я 19 лет уже работаю программистом. Скоро пенсия.
",0.0
"про трофей тоже подумал, но вот история про помещика, которых к ВОВ уже не было. Да и откуда в наших деревнях в 1946 году мастерские. Или 1946 - совсем и не год обозначает?
",0.0
"Ну пиво это уже перебор.
",0.0
"У пушного ряха стала шире плеч
",1.0
"Хм, странно где же они все хранятся при таких ценах на парковки. В Стокгольм тоже все соседние города на работу ездят?
",0.0
"уверен, такие кабинки только по предварительной записи можно заказать...
",0.0
"Светлана Ковалева мрази кусок...
",1.0
"Вообще за жесткостью не смотрю, не показатель. Вода везде разная.
",0.0
"Добрый вечер, спасибо.
",0.0
"Для полного дестроя достаточно одного енота, два-то зачем? Для зеркалирования?
",0.0
"Я Есть здравый смысл. От хорошей любимой женщины не уходят. От хорошего любимого мужчины тоже. А от далбаёбов рожают, это факт. И это целиком вина бабы. Ибо она решает, родить или нет. Вина в выборе далбаёба, либо вина в непригодности для семейной жизни. И то и то - делает её плохим кандидатом на семью
",1.0
"нам как то барышни такой же долпаебизм дарили... мне не понравилось
",1.0
"Из этих 18 пунктов ни одного.
",0.0
"Это так печально. ( у меня у мамы СД2 плюс ожирение. 2 года я, не она боролась с ее сахаром 20. С ее пищевыми привычками она тоже могла сожрать пол кило конфет и целую булку. Инсулин бешеные дозы. Пока до нее не дошло что она умрет и очень быстро. Ттт. Слава богу, что дошло. Сейчас (спустя еще 2 года) -30 гк. И полное отсутствие лекарств от деабета. Все это благодаря только одной диеты. Вы правы, что советы никому не помогут, но и не хочу чтобы человек думал что общество его поддерживает в этом затяжном самоубийстве. А вам здоровья желаю! А всем не соблюдающем диеты осознанности и ответственности за свое здоровье.
",0.0
"Кастрировать не мучать . Ну ну.
",1.0
"я это понимаю, и стараюсь все таки поддерживать всех операторов КШ, если деликом и белкой еще можно пользоваться, юдрайв что то помоему катится в пропасть, хотя был мой любимый КШ, у них есть миникупер)но машин как будто стало меньше
",0.0
"Хмыг хмыг это был посыл тем кто нижи первых двух коментов не листают
",1.0
"Ну вопрос то в том и состоит, как долго эта беготня может быть, год, два, три?)
",0.0
"Ну и естессно они говорят, что денег нет, чтобы ремонтировать крышу! Ок. Тогда у нас теперь тоже не будет денег, платить вам за коммунальные платежи, хорошо? Тогда вам попросту отключат все коммунальные услуги. Не воспринимайте отношения с властью как равные.
",0.0
"А у нас ещё круче, по документам завод есть, а по факту нет, так что сделайте поезд призрак, тогда и поговорим.
",0.0
"Слишком, блядь, мощно
",1.0
"Нет, ситуация очень даже не в разы хуже :
",0.0
"Поменялось в середине 90ых (вроде) законодательство и теперь города-спутники атомных станций под понятия ЗАТО не попадают.
",0.0
"Да ладно, интересная и достаточно красивая машинка, хоть и не со всех ракурсов.
",0.0
"В десятке находим через пуск выберите какие приложения могут запускаться в фоновом режиме , находим в списке Скайп. Вуаля, Скайп закрывается на крестик.
",0.0
"Формально и реально был брифинг МО РФ, где И.Конашенков обвинил Израиль. Согласно Минобороны России, российский самолёт Ил-20 был сбит силами ПВО Сирии из-за провокации израильских военных. В военном ведомстве сообщили, что четыре израильских F-16 наносили ракетные удары в непосредственной близости от заходившего на посадку самолёта ВКС России, чем подставили Ил-20 под удар сирийского комплекса С-200. В результате крушения погибли 15 российских военнослужащих, поисково-спасательные работы продолжаются. В Министерстве обороны России подчеркнули, что действия Тель-Авива расцениваются как враждебные, и Москва оставляет за собой право на адекватные ответные действия Минобороны назвало виновных в гибели российского самолета в Сирии Российские военные возложили вину за произошедшую трагедию целиком на пилотов ВВС Израиля и их командование.
",0.0
"7 лет есть гарантия у них. Но чёт не стал брать. Взял на пробу с трехлетней, доверия к ним до этого упало, дал шанс вернуть его
",0.0
"А их не покажут. Они так быстро двигаются, что даже после аварии с собой номера уносят со скоростью Флэша.
",0.0
"У Маркса ничего конкретного о этом нет, сам Маркс был интернационалистом и идея коммунизма интернациональна но национальный вопрос на этапе строительства так никто окончательно решить и не смог.
",0.0
"Сейчас примерно так и происходит, только вместо акта конский ценник в квитанции.
",0.0
"После концерта музыкальные инструменты идут в суп, а музыканты разбредаются по своим палатам.
",0.0
"Похоже шагнули. После коммента пахнуло (и это не я).
",1.0
"Прикольная история. Но воды много
",0.0
"И что, что не свойственно? Сюжет классный, пускай я весь еще и не осилил. Анимация НПС шикарная. Да и вообще от людей зависит, как играть. Я знавал таких, кто и сингл игры пробегал побыстрее, скипая весь сюжет...я такого не понимал никогда.
",0.0
"купили верховный суд) ой лол, а на нижестоящие денег не хватило. больше теорий заговора)
",0.0
"Вот статистика с ВОЗ, где там каждый 20-ый ?
",0.0
"Не мой профиль конечно, но уверен что на данный момент устройство канализации позволяет её не чистить), это уже сотворил кто-то
",0.0
"В женской колонии ей пиздец, если сразу не ляжет в медчасть или в дурку. Читал, самое тяжелое для восприятия мужиком убийство - убийство матери, самое тяжелое для восприятия женщиной убийство - убийство ребенка. А учитывая обстоятельства, снисхождения в колонии ей не будет никакого.
",1.0
"Вы правы отчасти, конечно никто не хочет сесть за взятки, но тут уже просто круг, а страдают пациенты. Я в тот момент не сообразил насчет подойти и спросить конкретно а что именно вы будете ставить? Возможно это бы сработало.
",0.0
"тоже боялась пить антидепресанты (считаю их очень серъёзными таблетками и т.д.) в итоге по назначению психотерапевта пропила 2 месяца Залокс (пить нужно было пол года, но вот именно из-за страха пить их и бросила). в итоге состояние не изменилось, было так же плохо. снова пошла к психотерапевту, в этот раз уже сама поняла, что так дела не будет. в итоге пью Залокс уже 4 месяца. всё хорошо. но первый месяц подташнивало, болела лобная часть головы. зато сейчас всё хорошо. конечно, не знаю, что будет дальше, говорю как есть на данный момент. удачи вам..
",0.0
"Если россияне не признают, что не все страницы их истории были светлыми вот насчет этого особенно, просто и без вариантов, это наши проблемы, и советчики- покаяться, идут вообще в сад.
",0.0
"Увы, врачи склонны к выгоранию... чаще всего
",0.0
"Как сказал муж: в тебя можно кидать рандомными продуктами и ты что-нибудь придумаешь и будет вкусно) Сегодня вот куриное филе отбито, мазиком смазано, сверху лук и паприка, накрыто сыром, всё это в духовку, по соседству картофель в ломтиках с кожурой, полито оливковым маслом и присыпано специями и в пакете. Через 40 минут духовочка открывается, пакет разрывается и ломти картофеля раскладываются по противеню, задвигается это дело наверх, под гриль ещё минут на 10-15, чтобы появилась корочка. Как-то так, да)
",0.0
"Одна из обычных китайских шуток: дать один трек десятку покупателей. Причем иногда даже такое делают с посылками с нормальным треком, где сразу после пересечения границы видно, что посылка идет не тебе (сами шлют безтреком или вообще не шлют).
",0.0
"Чем плох бешамель на сливках? Всегда так делаю. Только муку вначале сушу на сухой сковороде.
",1.0
"А дорогою хню через ТК разве не дешевле? Мне доставка сварочника по СПБ дороже стоила, чем из РнД, в два раза.
",0.0
"Ох уж эта массовая газификация населения от европейских специалистов
",0.0
"За все операции? 0 о даже сбер за избранные операции хотел документы
",0.0
"Плюсик в свою карму заслужил. А там, наверху, все плюсы перед Богом зачтутся.
",1.0
"а, так это поцреоты на меня взъелись...
",1.0
"Неужели вы не заметили, что нас обманывают!? Девушки не сидят долго в туалетах!
",0.0
"Вальс с баширом ещё, военный
",1.0
"В смысле в сезон все дорожает?
",0.0
"Похоже на кишинёвскую маршрутку. Только окна там не открываются.
",0.0
"Но поверх все равно изолентой намертво надо )
",0.0
"Лучше б в 20 раз увеличили количество рекламы на таких роликах)
",0.0
"Про последнюю есть отличная песня у The Black Dahlia Murder - Phantom Limb Masturbation)
",0.0
"Как не стало? Население планеты растет а долбоебы нет?
",0.0
"И за них будут совершенно разные наказания. Зачем придираться к формулировкам? Они не просто так сформулированны именно так. Важен только срок за наказание.
",0.0
"А капиталистическая , это людоедская.
",0.0
"Как говорил мастер на заводе во время практики: В перчатках не работа, в гандонах не ебля! .
",0.0
"Я сама большой любитель вяленой рыбки, и особенно воблы. Самая вкусная, которая попадалась в Питере, была в КБ (красное и белое). Производит какой-то астраханский ИПшник. Стоит 59р за 100гр. Вот она не пересушенная и очень вкусная. Там тоже порой попадаются не очень удачные экземпляры, но это исключение.
",0.0
"где децимальник, где указание материала,госта, формы сырья, где указание на ост? Ну, и, конечно, что за масштаб 2.5:1? правда, я ваще не токарь, но меня бы проверяющий уже за это снасильничал
",0.0
"Блин, по соулсам мне все лень закрыть ачивки в ремастереде и в SotFS. Причем в последнем только все заклинания осталось собрать, а это нг ! Ещё 2,5 раза надо пройти. В обычных версиях закрыты все. Ну зачем ты мне напомнил?(
",0.0
"Кстати, на удивление годная штука, оказывается. Почти уже заменяет мне Evernote.
",0.0
"как и любой оператор каждый год
",0.0
"Почему? Можно неплохой абсент, джин, самбуку делать. Можно ухитриться сделать нечто похожее на ягермейстер...
",0.0
"На счёт условий труда правда только отчасти, как и в любой другой отрасли, в депо больших городов с хорошим мат.обеспечением все чинно-блинно, но в периферии дела обстоят хуже немного, но это моё субъективное мнение, т.к я изнутри эту кухню видел только на 0.10 и всех возможных плюшек в депо маленьких городов мог и не заметить. Были и в депо Москвы, Питера, Новосиба и в депо маленьких поселков вдоль БАМа и ТрансСиба.
",0.0
"Уроды, загнали пол страны в кредиты и довольные сидят!
",1.0
"Вы правы, и ничего плохого в этом нет, но конкретно этот комикс автор распространяет платно. Дёшево, но тем не менее не выкладывает в открытый доступ.
",0.0
"Панкам мозги не можно с собой брать.
",1.0
"Как в рандомном телефоне узнать что из кучи элементов на плате явлчется драйвером подсветки, если нету никаких схем?
",0.0
"Давайте без политкорректности. Педик и есть педик, будь он гей, бисексуал, или взаддаватель. А если хочешь назвать человека пидорасом - сделай это! А то накажут , какой ужас.
",1.0
"Мое отношение к сложным углеводам - крайне положительное. Весьма важный макронутриент и источник сил. Исключать совсем - это сушка, не очень полезная вещь с точки зрения здоровья. Сделаю отдельным постом.
",0.0
"Многие называют жилетки светоотражающие зелеными. А на этикетке написано лимонно-желтый.
",0.0
"Тогда вдвойне не понятно. Шведам же не нужны дебиловатые на дорогах?
",1.0
"Любую батарею можно заменить. Несъёмную чуть сложнее.
",0.0
"Вот где-то читала, что можно бактерицидные лампы для этих целей применять. Ну такие, как в мед. учреждениях используют. Якобы, выделяемый ими озон, умерщвляет таракашек, но, к сожалению, не эффективен в отношении яиц. Но, если облучать ежедневно помещение, думаю они все постепенно и вымрут, включая свежевылупившихся. Вот все хочу попробовать, потому что рейды и рапторы, которые согласно инструкции надо распылять при открытых окнах, много куда не проникают.
",0.0
"Интересно, почему принято хлопать после посадки?
",0.0
"Много чего. Что-то по мелочи, что-то более крупное. Совсем столпы Лора не трогали, конечно. Но по мелочи го-го изменений.
",0.0
"Лично я придерживаюсь мнения, что это красивый элемент декора, никаких отсылок к магическим свойствам не делаю. Но это совершенно не отменяет того, что некоторые люди верят в свойства ловца снов и он работает - согласно древнеиндейским обычаям этот амулет защищает сны спящего от кошмаров, пропуская лишь добрые и хорошие сновидения. Как-то так вкратце.
",0.0
"Что плохого?) Я просто общалась там от скуки, а в итоге уже год встречаюсь с парнем)
",0.0
"Вот когда коты начнут платить и зарабатывать, тогда отзывы и будут писать
",0.0
"Просто интересно какая ситуация с расходниками. С фильтрами даже пофиг, больше по маслам интересно. Ну а фильтра и прочее - на более современные авто)
",0.0
"Ну, умножаем на 30 дней, реально мало получается?
",0.0
"ад3уд вещь конечно надежная, но не безотказная
",0.0
"О! Подлизы SMM подтянулись.
",1.0
"Скорее 3 стадии работы рядового сотрудника в компании
",0.0
"Интересно как определили? Жирность не падает если разбавить водой.
",0.0
"Почти так. Если некоторые могут сами, то у них начинают закрадываться подозрения, что те, кто не могут, просто не дотягивают до нормально зарабатывать
",0.0
"Ну вообще нет, или тогда и офис должен быть включён. Максимум должна быть лёгкость в установке. Типа не скачал и ставишь, а нажал кнопку и все само скачалось и установилось, как на телефоне.
",0.0
"чтобы пользоваться хорошим графическим планшетом потребуется еще неслабый комп, врут если твой ПК тянет фотошоп то всё норм . графический планшет это совсем не айпид разные устройства к примеру графический планшет может отслеживать силу нажатия пера и скорость..простой планшет нет и опять таки на графическом планшете смотрите на экран монитора а не на экран планшета . а так вы хоть бюджет напишите примерный
",0.0
"Забыли дописать ещё, что в стране с самой большой площадью территорий .
",0.0
"Эбалку себе не сломайте. В топки справочники. Как выпускник кафедры электрических машин утверждаю что в природе у двух движков с одинаковой мощностью рабочие токи могут отличаться в разы. Есди бы вы были профессионалом, то знали ли бы что в природе существуют мотор-автоматы, разработанные специально для защиты двигателей. И им на пусковые токи как-то насрать. Ну а если нет мотор-автоматов, то поднимаем характеристику срабатывания, или выставляем время срабатывания больше чем время пускового тока. Но зачем вам это? Выже можете только эбать.
",0.0
"А что не так с процедурой регистрации?
",0.0
"Пожарь ей картохи и она будет твоей.
",1.0
"ещё один который даже не пытался изучить вопрос пример работы ты где то в тайге (соторвой связи нет) ставишь терминал с тарелкой ,направляешь его на спутник, спутника получает данные , ретранслирует их на наземную станция (картинка 2станция сопряжения Iridium) . откуда уже данные идут в сеть интернет , наземная станция обязана быть на территория страны откуда идёт трафик p s в России уже давно работает спутниковая сеть Inmarsat, Iridium, Globalstar, Thuraya ,почитай как это всё работает .и сколько стоит оборудование и абонентская плата .
",0.0
"куча пикабушников из москвы, ругай их, это они срут без меры
",1.0
"откуда у вас мобила трупа (и не вы ли это), который пытался взорвать белый дом при помощи мешка гексагена, предварительно послав нахуй архиерея в храме христа спасителя, а после самоубился семью ударами топора в спину. На этом моменте возрыдал от смеха, спасибо чувак! И за советы огромное спасибо, ты нереально крут!
",1.0
"Пшеница, подсолнух, орехи, кукуруза? Дорогая? Купить это всё по отдельности и совместить, никак? Посмотрите сколько это стоит, это копейки, по кг со всего накупить и надолго хватит. Я тоже покупал готовые, нихера это не дорого, где вы дорого находите. За одним смотреть не накладно. Дорого выходит когда их много, вот как у меня было, я их разводил, и дорого выходило покупать готовое, я покупал всё по отдельности и смешивал, не забывая про сухофрукты, в том числе и свежие фрукты тоже
",0.0
